date,AUDUSD Curncy,NZDUSD Curncy,USDCAD Curncy,USDNOK Curncy,USDSEK Curncy,USDZAR Curncy,USDMXN Curncy
2017-09-25,0.7937,0.7264,1.2371,7.8175,8.0432,13.3317,17.9247
2017-09-26,0.7886,0.7208,1.2349,7.8923,8.1199,13.3738,17.9552
2017-09-27,0.7849,0.72,1.2477,7.9523,8.1495,13.5884,18.204
2017-09-28,0.7856,0.7237,1.2428,7.9387,8.1124,13.5148,18.1609
2017-09-29,0.7834,0.7209,1.2472,7.9626,8.148,13.559,18.2545
2017-10-02,0.7827,0.7196,1.2508,7.9993,8.1698,13.601,18.2301
2017-10-03,0.7836,0.716,1.2487,7.9815,8.1376,13.6583,18.2111
2017-10-04,0.7865,0.7168,1.2476,7.9585,8.0987,13.5726,18.2693
2017-10-05,0.7795,0.7117,1.2565,8.0057,8.1407,13.6798,18.4962
2017-10-06,0.7767,0.7093,1.2529,8.0014,8.1188,13.7477,18.5304
2017-10-09,0.7753,0.7064,1.2551,7.9832,8.1262,13.8089,18.6721
2017-10-10,0.7778,0.707,1.2515,7.9523,8.0738,13.6991,18.8285
2017-10-11,0.7788,0.7081,1.2458,7.9218,8.049,13.5269,18.7089
2017-10-12,0.782,0.7124,1.2475,7.9015,8.1202,13.4766,18.9064
2017-10-13,0.7887,0.7181,1.2468,7.8875,8.1072,13.268,18.9112
2017-10-16,0.7851,0.7171,1.2518,7.8977,8.106,13.3148,19.0327
2017-10-17,0.7846,0.7171,1.2522,7.9447,8.1531,13.3932,18.7896
2017-10-18,0.7846,0.7153,1.2467,7.9605,8.1427,13.5747,18.8578
2017-10-19,0.7878,0.7031,1.2485,7.9318,8.1263,13.4866,18.8045
2017-10-20,0.7817,0.6963,1.2627,7.9831,8.162,13.6444,18.9965
2017-10-23,0.7807,0.6967,1.2647,8.0022,8.2003,13.7077,19.0812
2017-10-24,0.7776,0.6909,1.2675,8.0056,8.2209,13.7478,19.2327
2017-10-25,0.7704,0.6888,1.2796,8.0157,8.218,14.0529,19.04
2017-10-26,0.766,0.684,1.2847,8.171,8.349,14.2416,19.2043
2017-10-27,0.7677,0.6878,1.2808,8.1476,8.3722,14.1034,19.133
2017-10-30,0.7688,0.6876,1.2833,8.1512,8.3534,14.0573,19.2397
2017-10-31,0.7656,0.6847,1.2888,8.1689,8.3776,14.1272,19.1466
2017-11-01,0.7676,0.6886,1.2865,8.1499,8.4014,14.0651,19.0716
2017-11-02,0.7713,0.6913,1.2809,8.1357,8.3948,13.9719,18.982
2017-11-03,0.765,0.6907,1.2764,8.1762,8.4337,14.224,19.2032
2017-11-06,0.7691,0.6945,1.2704,8.1348,8.3979,14.0961,19.019
2017-11-07,0.7645,0.6901,1.2777,8.1714,8.3981,14.2366,19.1499
2017-11-08,0.7678,0.6966,1.2729,8.1659,8.381,14.1504,19.0858
2017-11-09,0.768,0.6948,1.2683,8.1325,8.378,14.2486,19.0448
2017-11-10,0.7661,0.6937,1.2682,8.134,8.3533,14.3773,19.1017
2017-11-13,0.7623,0.6903,1.2733,8.1649,8.3833,14.47,19.1284
2017-11-14,0.7631,0.6876,1.2731,8.1804,8.395,14.3702,19.166
2017-11-15,0.7589,0.6877,1.2764,8.2448,8.4295,14.3849,19.2509
2017-11-16,0.7588,0.6851,1.2757,8.2099,8.3986,14.1567,19.0558
2017-11-17,0.7564,0.6809,1.2763,8.2402,8.4277,13.9981,18.9173
2017-11-20,0.755,0.6809,1.282,8.2912,8.4851,14.0464,18.9958
2017-11-21,0.7578,0.6829,1.2778,8.2129,8.4302,13.9684,18.7736
2017-11-22,0.7617,0.6883,1.2696,8.1537,8.338,13.8218,18.6379
2017-11-23,0.7625,0.6891,1.2713,8.1368,8.2972,13.8834,18.6241
2017-11-24,0.7617,0.6876,1.2712,8.1302,8.2778,14.1585,18.5575
2017-11-27,0.7602,0.6912,1.2769,8.1522,8.3029,13.7587,18.5819
2017-11-28,0.7595,0.69,1.2815,8.2453,8.3511,13.6616,18.5415
2017-11-29,0.757,0.6881,1.2865,8.2557,8.3689,13.6569,18.5648
2017-11-30,0.7566,0.6832,1.2897,8.3188,8.3768,13.6981,18.6284
2017-12-01,0.7613,0.6891,1.2685,8.2852,8.3532,13.738,18.6333
2017-12-04,0.7598,0.6859,1.2673,8.3316,8.42,13.5175,18.615
2017-12-05,0.7607,0.6876,1.2691,8.262,8.3629,13.4489,18.7703
2017-12-06,0.7564,0.6883,1.2789,8.2722,8.4362,13.514,18.8687
2017-12-07,0.7511,0.6831,1.2854,8.3163,8.4861,13.7334,18.9694
2017-12-08,0.7509,0.6847,1.2848,8.2942,8.4452,13.6672,18.9292
2017-12-11,0.7526,0.6912,1.2856,8.3824,8.5033,13.6029,19.0584
2017-12-12,0.7558,0.6934,1.2866,8.3466,8.4206,13.6757,19.187
2017-12-13,0.7637,0.7024,1.2817,8.325,8.4131,13.4538,19.0092
2017-12-14,0.7666,0.6983,1.2797,8.2978,8.4394,13.512,19.1381
2017-12-15,0.7646,0.6993,1.2866,8.3833,8.5041,13.0996,19.1175
2017-12-18,0.7664,0.6995,1.2862,8.3596,8.4363,12.746,19.0841
2017-12-19,0.7663,0.6972,1.2878,8.3495,8.4079,12.7068,19.2123
2017-12-20,0.7667,0.7013,1.2835,8.4106,8.403,12.7224,19.2212
2017-12-21,0.7702,0.7017,1.274,8.3548,8.3793,12.7618,19.4644
2017-12-22,0.7709,0.7022,1.2729,8.3181,8.3175,12.6212,19.7498
2017-12-25,0.7717,0.7024,1.2727,8.3114,8.327,12.6119,19.7481
2017-12-26,0.7728,0.704,1.2687,8.3091,8.3479,12.5098,19.8658
2017-12-27,0.7768,0.7057,1.2655,8.2721,8.2762,12.2684,19.6893
2017-12-28,0.7794,0.7084,1.257,8.2514,8.2454,12.3531,19.7213
2017-12-29,0.7809,0.7098,1.2571,8.2042,8.1833,12.3828,19.659
2018-01-01,0.7805,0.7105,1.2545,8.195,8.1758,,
2018-01-02,0.783,0.7105,1.2512,8.1281,8.168,12.4589,19.5401
2018-01-03,0.7836,0.7092,1.2536,8.1047,8.1767,12.3663,19.3498
2018-01-04,0.7864,0.7154,1.2487,8.0675,8.1367,12.3039,19.2893
2018-01-05,0.7864,0.7173,1.2412,8.0512,8.1578,12.312,19.1793
2018-01-08,0.7842,0.7176,1.2421,8.0779,8.2024,12.385,19.2256
2018-01-09,0.7824,0.7163,1.2464,8.1007,8.2301,12.3449,19.2399
2018-01-10,0.7843,0.7198,1.2547,8.0739,8.2009,12.4359,19.2948
2018-01-11,0.7892,0.7261,1.2519,8.0137,8.132,12.3913,19.2721
2018-01-12,0.7917,0.7242,1.2459,7.9203,8.0495,12.3668,19.0371
2018-01-15,0.7965,0.73,1.2429,7.8824,8.0216,12.3063,18.8566
2018-01-16,0.7961,0.7268,1.2435,7.8753,8.0405,12.2813,18.7682
2018-01-17,0.797,0.7273,1.2438,7.8805,8.0509,12.2989,18.7157
2018-01-18,0.8001,0.7301,1.2418,7.8471,8.0188,12.1314,18.605
2018-01-19,0.7995,0.7277,1.2493,7.8637,8.0531,12.1962,18.6353
2018-01-22,0.8017,0.7328,1.2444,7.8532,8.0193,12.0505,18.6832
2018-01-23,0.8,0.7355,1.2419,7.8237,8.0075,12.0324,18.697
2018-01-24,0.8062,0.7337,1.2348,7.7477,7.9267,11.8568,18.5003
2018-01-25,0.8026,0.7325,1.2377,7.7426,7.9223,11.8689,18.6043
2018-01-26,0.811,0.735,1.2308,7.6903,7.8682,11.8623,18.4901
2018-01-29,0.8094,0.7323,1.234,7.7111,7.8929,11.9416,18.6071
2018-01-30,0.8083,0.7331,1.2336,7.7214,7.8904,11.9643,18.76
2018-01-31,0.8055,0.7365,1.2315,7.7088,7.879,11.8514,18.5999
2018-02-01,0.8039,0.7397,1.2268,7.6428,7.841,11.8579,18.3447
2018-02-02,0.7931,0.73,1.2429,7.7329,7.9028,12.0876,18.5949
2018-02-05,0.7878,0.7265,1.2539,7.837,7.9799,12.129,18.7848
2018-02-06,0.7906,0.7342,1.2492,7.8157,7.9518,11.9192,18.6077
2018-02-07,0.7823,0.7239,1.2568,7.9065,8.0844,12.0701,18.7994
2018-02-08,0.7781,0.7218,1.2603,7.9276,8.1172,12.1683,18.8949
2018-02-09,0.7813,0.7255,1.2581,7.9622,8.0804,11.9934,18.7006
2018-02-12,0.7862,0.7264,1.2577,7.9149,8.0643,11.9352,18.6077
2018-02-13,0.7859,0.7274,1.2592,7.8809,8.0279,11.965,18.66
2018-02-14,0.7926,0.7366,1.2493,7.7999,7.9554,11.7164,18.5641
2018-02-15,0.7945,0.7407,1.2481,7.766,7.9345,11.6208,18.5015
2018-02-16,0.7905,0.7386,1.2558,7.781,7.9688,11.596,18.5249
2018-02-19,0.7913,0.7372,1.2561,7.7797,7.9845,11.6702,18.5333
2018-02-20,0.7883,0.7348,1.2648,7.8409,8.0964,11.7289,18.7074
2018-02-21,0.7804,0.7319,1.2703,7.8679,8.1189,11.6631,18.837
2018-02-22,0.7846,0.7342,1.2705,7.8534,8.116,11.6632,18.6051
2018-02-23,0.7843,0.7302,1.2633,7.8518,8.1731,11.5592,18.5545
2018-02-26,0.7855,0.7303,1.2681,7.8235,8.1512,11.5542,18.6785
2018-02-27,0.7789,0.7235,1.2776,7.8682,8.2253,11.7187,18.8447
2018-02-28,0.7762,0.7212,1.2831,7.9011,8.2911,11.7957,18.8381
2018-03-01,0.7756,0.7249,1.2837,7.8466,8.2489,11.8917,18.8508
2018-03-02,0.776,0.7236,1.2882,7.7901,8.2446,11.9236,18.8225
2018-03-05,0.7765,0.7226,1.2964,7.8196,8.2621,11.8315,18.7972
2018-03-06,0.7829,0.729,1.2876,7.7784,8.2056,11.7732,18.7396
2018-03-07,0.7825,0.7283,1.2912,7.8042,8.23,11.8356,18.7122
2018-03-08,0.7789,0.7264,1.2896,7.841,8.2691,11.9091,18.6598
2018-03-09,0.7844,0.728,1.2812,7.7787,8.2442,11.8149,18.6209
2018-03-12,0.7873,0.7296,1.2842,7.7449,8.2419,11.8222,18.5882
2018-03-13,0.786,0.7325,1.2966,7.7362,8.217,11.8168,18.6064
2018-03-14,0.7877,0.7332,1.2955,7.7303,8.1831,11.7757,18.584
2018-03-15,0.7798,0.7278,1.3052,7.7139,8.1798,11.8986,18.7006
2018-03-16,0.7713,0.7218,1.3096,7.7152,8.1938,11.9755,18.6901
2018-03-19,0.7718,0.7244,1.3078,7.7232,8.1695,12.0176,18.7059
2018-03-20,0.7683,0.7184,1.3071,7.7467,8.222,11.9638,18.7682
2018-03-21,0.7765,0.7228,1.2903,7.6972,8.1834,11.8326,18.4375
2018-03-22,0.7693,0.7207,1.2939,7.7502,8.2567,11.8518,18.6359
2018-03-23,0.7699,0.7233,1.2895,7.7577,8.2479,11.7473,18.5255
2018-03-26,0.7748,0.7298,1.2843,7.6823,8.1919,11.6337,18.3382
2018-03-27,0.7679,0.7274,1.2886,7.7182,8.2309,11.6697,18.3825
2018-03-28,0.7662,0.7212,1.2923,7.8638,8.3517,11.7771,18.3047
2018-03-29,0.7678,0.7234,1.2884,7.8416,8.3612,11.8388,18.1869
2018-03-30,0.7679,0.7237,1.29,7.8413,8.3418,11.8408,18.1812
2018-04-02,0.7663,0.7213,1.2913,7.8886,8.3914,11.8486,18.2458
2018-04-03,0.7685,0.7256,1.2807,7.838,8.3964,11.8213,18.2184
2018-04-04,0.7716,0.7305,1.277,7.8245,8.4027,11.8827,18.0993
2018-04-05,0.7684,0.7277,1.275,7.8312,8.4185,11.9788,18.2042
2018-04-06,0.7684,0.7263,1.2782,7.8307,8.3915,12.0329,18.2896
2018-04-09,0.7697,0.7306,1.2697,7.7856,8.358,12.0967,18.351
2018-04-10,0.7761,0.7362,1.2602,7.7951,8.3063,12.0364,18.2702
2018-04-11,0.7755,0.736,1.2581,7.7747,8.3253,11.9421,18.2292
2018-04-12,0.7754,0.7376,1.2587,7.7716,8.4075,12.061,18.1886
2018-04-13,0.7764,0.7365,1.2608,7.7756,8.474,12.073,18.0447
2018-04-16,0.7781,0.7363,1.2567,7.7755,8.4168,12.0525,18.0115
2018-04-17,0.7766,0.7342,1.2551,7.7615,8.4033,11.9864,18.0488
2018-04-18,0.7784,0.7319,1.263,7.7621,8.4051,11.9317,18.0847
2018-04-19,0.773,0.7272,1.2672,7.7918,8.4043,11.9604,18.4471
2018-04-20,0.7672,0.7207,1.2761,7.8234,8.4461,12.1075,18.5298
2018-04-23,0.7605,0.7148,1.2849,7.8873,8.5194,12.35,18.9429
2018-04-24,0.7604,0.712,1.2833,7.9026,8.5077,12.3262,18.8188
2018-04-25,0.7565,0.7069,1.2844,7.9729,8.565,12.4399,18.8474
2018-04-26,0.7554,0.7062,1.287,7.9941,8.6642,12.3981,18.8124
2018-04-27,0.7581,0.7085,1.2828,7.9619,8.6588,12.3294,18.6129
2018-04-30,0.753,0.7035,1.2843,8.0156,8.7492,12.4608,18.7141
2018-05-01,0.749,0.7005,1.2849,8.0898,8.8588,12.6528,18.9508
2018-05-02,0.7493,0.6995,1.2884,8.1219,8.9166,12.7067,19.0827
2018-05-03,0.7532,0.7042,1.2847,8.0472,8.8109,12.5863,19.0605
2018-05-04,0.7539,0.702,1.2846,8.0621,8.8066,12.4991,19.2714
2018-05-07,0.7517,0.7017,1.2881,8.0708,8.8359,12.5421,19.4642
2018-05-08,0.7455,0.6971,1.295,8.1413,8.8185,12.57,19.5746
2018-05-09,0.7463,0.6987,1.2854,8.0771,8.7044,12.5573,19.5681
2018-05-10,0.7532,0.6962,1.2767,8.0036,8.651,12.301,19.2229
2018-05-11,0.7543,0.6969,1.2795,8.0028,8.6016,12.2576,19.4248
2018-05-14,0.7526,0.6913,1.2813,8.0337,8.6427,12.33,19.6232
2018-05-15,0.7472,0.6862,1.2877,8.123,8.6854,12.575,19.6955
2018-05-16,0.7516,0.6896,1.279,8.0789,8.705,12.436,19.5726
2018-05-17,0.7511,0.6878,1.2808,8.1203,8.7339,12.607,19.74
2018-05-18,0.7511,0.6907,1.2885,8.1207,8.7537,12.7643,19.9527
2018-05-21,0.7582,0.6946,1.2789,8.0499,8.6724,12.6747,19.819
2018-05-22,0.7576,0.6934,1.2819,8.0607,8.6822,12.5717,19.7731
2018-05-23,0.756,0.6917,1.2833,8.0967,8.7607,12.4548,19.6319
2018-05-24,0.7576,0.6927,1.2882,8.0993,8.7609,12.4226,19.5742
2018-05-25,0.7548,0.6917,1.2973,8.1736,8.7683,12.5018,19.5435
2018-05-28,0.7546,0.6942,1.2993,8.1961,8.824,12.4652,19.5942
2018-05-29,0.7505,0.6903,1.3018,8.2843,8.9615,12.695,19.8377
2018-05-30,0.7575,0.6988,1.2873,8.1809,8.8103,12.5218,19.7267
2018-05-31,0.7568,0.7001,1.2958,8.1798,8.8136,12.6993,19.9117
2018-06-01,0.7569,0.6982,1.2951,8.192,8.8217,12.6883,19.9395
2018-06-04,0.7648,0.7029,1.2931,8.1198,8.7574,12.5672,20.0713
2018-06-05,0.7616,0.7023,1.297,8.1117,8.7502,12.7696,20.4619
2018-06-06,0.7667,0.7033,1.2944,8.0805,8.7332,12.7101,20.3013
2018-06-07,0.7624,0.7028,1.2972,8.0564,8.7001,12.9759,20.4747
2018-06-08,0.7601,0.7034,1.2928,8.0411,8.7153,13.0677,20.29
2018-06-11,0.7609,0.7026,1.2978,8.0436,8.662,13.1633,20.5943
2018-06-12,0.7573,0.7007,1.3015,8.0524,8.6455,13.3325,20.716
2018-06-13,0.7578,0.7024,1.2987,8.0103,8.6071,13.3081,20.6421
2018-06-14,0.7478,0.6977,1.3105,8.1369,8.7434,13.4548,20.8799
2018-06-15,0.7442,0.6949,1.3184,8.1466,8.7858,13.4307,20.6268
2018-06-18,0.7423,0.6942,1.3202,8.1267,8.8161,13.6441,20.5216
2018-06-19,0.7381,0.6901,1.3286,8.1887,8.8941,13.7509,20.5261
2018-06-20,0.7368,0.6878,1.331,8.18,8.8842,13.6555,20.3593
2018-06-21,0.7379,0.6869,1.3315,8.1272,8.8937,13.5825,20.3102
2018-06-22,0.744,0.6908,1.3269,8.0949,8.857,13.4373,20.0118
2018-06-25,0.7414,0.6903,1.3297,8.102,8.8459,13.5432,19.892
2018-06-26,0.7394,0.6862,1.3308,8.1295,8.8821,13.5386,19.9549
2018-06-27,0.734,0.6791,1.3342,8.1931,8.9772,13.8585,20.1787
2018-06-28,0.7352,0.6759,1.3249,8.1881,9.0191,13.7705,19.7174
2018-06-29,0.7405,0.6768,1.3133,8.1474,8.9428,13.725,19.9078
2018-07-02,0.734,0.6716,1.3186,8.1729,8.9652,13.8313,19.9598
2018-07-03,0.7386,0.6756,1.3139,8.1318,8.8377,13.6756,19.4627
2018-07-04,0.7386,0.6762,1.3143,8.1107,8.7891,13.6816,19.4575
2018-07-05,0.7387,0.6785,1.3132,8.0613,8.7666,13.5365,19.2121
2018-07-06,0.743,0.6828,1.3084,8.0304,8.7242,13.4719,19.0413
2018-07-09,0.7467,0.6837,1.3107,8.0245,8.7262,13.4111,19.1888
2018-07-10,0.7459,0.6838,1.3113,8.0169,8.7406,13.3318,18.9288
2018-07-11,0.7366,0.6759,1.3209,8.11,8.8231,13.5472,19.082
2018-07-12,0.7408,0.6782,1.3154,8.112,8.8736,13.3023,18.9801
2018-07-13,0.7424,0.6753,1.316,8.1155,8.8796,13.2723,18.8913
2018-07-16,0.7419,0.6777,1.3136,8.1013,8.8227,13.2225,18.82
2018-07-17,0.7389,0.6783,1.3191,8.1528,8.8406,13.2702,18.8892
2018-07-18,0.7398,0.6794,1.317,8.1702,8.8657,13.2677,18.8951
2018-07-19,0.7361,0.6743,1.3273,8.2349,8.914,13.5379,19.0514
2018-07-20,0.7415,0.6809,1.3145,8.1785,8.852,13.4043,19.0234
2018-07-23,0.7381,0.6786,1.3172,8.1952,8.8605,13.4603,18.8805
2018-07-24,0.7423,0.6802,1.3155,8.1779,8.8161,13.283,18.8831
2018-07-25,0.7455,0.6837,1.3046,8.1351,8.757,13.109,18.6667
2018-07-26,0.7377,0.6784,1.3074,8.1895,8.8124,13.2437,18.6257
2018-07-27,0.74,0.679,1.3055,8.1892,8.8406,13.1723,18.6299
2018-07-30,0.7407,0.6823,1.3036,8.135,8.7519,13.1554,18.5378
2018-07-31,0.7424,0.6818,1.3006,8.1589,8.7918,13.275,18.6469
2018-08-01,0.7404,0.6791,1.3004,8.1795,8.8068,13.2207,18.5877
2018-08-02,0.736,0.6753,1.3023,8.2422,8.8936,13.449,18.6415
2018-08-03,0.7404,0.6744,1.2991,8.2572,8.9299,13.323,18.562
2018-08-06,0.7387,0.6733,1.3004,8.2544,8.939,13.4415,18.5261
2018-08-07,0.7421,0.6736,1.3053,8.205,8.9167,13.3329,18.457
2018-08-08,0.7431,0.6747,1.3023,8.2176,8.9523,13.409,18.4687
2018-08-09,0.7373,0.6613,1.3051,8.319,9.0078,13.7077,18.693
2018-08-10,0.7302,0.659,1.314,8.3611,9.1228,14.0934,18.91
2018-08-13,0.727,0.6579,1.3134,8.3627,9.116,14.4194,19.1203
2018-08-14,0.7243,0.6572,1.3058,8.416,9.1395,14.2481,18.8827
2018-08-15,0.7239,0.6565,1.3141,8.4545,9.205,14.5657,19.1385
2018-08-16,0.7261,0.6587,1.3156,8.4774,9.1921,14.7367,18.9836
2018-08-17,0.7313,0.6637,1.3061,8.4539,9.1533,14.6382,18.8906
2018-08-20,0.734,0.6641,1.3047,8.4457,9.1542,14.5272,19.0094
2018-08-21,0.7368,0.6679,1.3037,8.4048,9.0961,14.3938,18.9558
2018-08-22,0.7348,0.6697,1.2997,8.341,9.0653,14.1626,18.7269
2018-08-23,0.7248,0.6637,1.3082,8.3893,9.1366,14.4054,19.0093
2018-08-24,0.7329,0.667,1.3026,8.3282,9.1288,14.2484,18.9111
2018-08-27,0.7351,0.6695,1.2967,8.3241,9.0951,14.1637,18.7653
2018-08-28,0.7338,0.6709,1.2932,8.3427,9.1373,14.2273,19.0823
2018-08-29,0.7311,0.6716,1.2907,8.3316,9.1372,14.3566,18.9527
2018-08-30,0.7263,0.6657,1.2983,8.3385,9.1187,14.7247,19.1117
2018-08-31,0.7189,0.6622,1.304,8.3836,9.1537,14.6887,19.085
2018-09-03,0.7214,0.6601,1.3095,8.3543,9.097,14.859,19.1826
2018-09-04,0.7178,0.6557,1.3189,8.3927,9.087,15.3442,19.4036
2018-09-05,0.7193,0.6594,1.3178,8.3963,9.0551,15.4234,19.3431
2018-09-06,0.72,0.6589,1.3142,8.4219,9.1069,15.3337,19.1835
2018-09-07,0.7107,0.6534,1.3161,8.4526,9.0583,15.237,19.3177
2018-09-10,0.7115,0.6526,1.3164,8.3905,9.0684,15.1938,19.2722
2018-09-11,0.7119,0.6526,1.3067,8.3205,9.0418,15.0586,19.1873
2018-09-12,0.7169,0.6564,1.2998,8.2602,8.9804,14.9553,19.0181
2018-09-13,0.7195,0.6568,1.2998,8.2185,8.9546,14.7716,18.8326
2018-09-14,0.7153,0.6549,1.3036,8.2571,9.0513,14.9328,18.8888
2018-09-17,0.7182,0.6578,1.3043,8.1733,8.9121,14.917,18.8397
2018-09-18,0.7219,0.6583,1.2974,8.1593,8.9092,14.9056,18.8055
2018-09-19,0.7263,0.6616,1.2927,8.1516,8.8736,14.6945,18.7757
2018-09-20,0.7292,0.6685,1.2903,8.1452,8.7737,14.2875,18.8297
2018-09-21,0.729,0.6687,1.2916,8.1498,8.7942,14.3212,18.8287
2018-09-24,0.7252,0.6645,1.2956,8.1412,8.799,14.3772,18.9682
2018-09-25,0.725,0.6647,1.2954,8.1287,8.8098,14.3537,18.9922
2018-09-26,0.7258,0.6663,1.3019,8.111,8.8106,14.1365,18.8429
2018-09-27,0.7208,0.6618,1.3043,8.1551,8.8568,14.1253,18.7843
2018-09-28,0.7224,0.6619,1.2908,8.1542,8.8894,14.1415,18.7183
2018-10-01,0.7224,0.6616,1.2814,8.1507,8.9458,14.224,18.7247
2018-10-02,0.7188,0.6593,1.2823,8.1738,9.0084,14.358,18.7938
2018-10-03,0.7103,0.6514,1.2868,8.2282,9.057,14.6513,19.0448
2018-10-04,0.7076,0.6479,1.2924,8.2488,9.0602,14.8684,19.1124
2018-10-05,0.7052,0.6443,1.2939,8.2593,9.0665,14.7685,18.8246
2018-10-08,0.7078,0.6448,1.2965,8.2764,9.086,14.8479,18.9424
2018-10-09,0.7103,0.6474,1.2946,8.2681,9.1056,14.5625,19.0368
2018-10-10,0.7055,0.6449,1.3068,8.2357,9.1372,14.7667,19.1549
2018-10-11,0.7124,0.6519,1.3032,8.2151,8.974,14.6332,18.9774
2018-10-12,0.7114,0.6507,1.3024,8.1739,8.9617,14.5185,18.8599
2018-10-15,0.713,0.6551,1.2991,8.1532,8.9532,14.368,18.8435
2018-10-16,0.7141,0.6574,1.2934,8.1474,8.9064,14.1611,18.7523
2018-10-17,0.7109,0.655,1.302,8.2128,8.9636,14.2473,18.8781
2018-10-18,0.7099,0.6544,1.3085,8.2781,9.0439,14.4506,19.1548
2018-10-19,0.7119,0.6594,1.3104,8.2196,8.9907,14.4142,19.2827
2018-10-22,0.7081,0.6558,1.3101,8.2571,9.0029,14.3204,19.406
2018-10-23,0.7086,0.6551,1.3085,8.2918,9.025,14.2575,19.2973
2018-10-24,0.706,0.6529,1.3057,8.3512,9.1251,14.5658,19.6078
2018-10-25,0.708,0.6524,1.3074,8.3431,9.112,14.623,19.484
2018-10-26,0.709,0.652,1.3106,8.3522,9.1331,14.5996,19.3609
2018-10-29,0.7055,0.6522,1.3134,8.3936,9.1519,14.7208,20.062
2018-10-30,0.7105,0.6553,1.311,8.414,9.1756,14.5952,20.0545
2018-10-31,0.7073,0.6517,1.3157,8.4377,9.1654,14.7864,20.3389
2018-11-01,0.7206,0.6655,1.3086,8.3525,9.0435,14.4077,20.1564
2018-11-02,0.7193,0.6661,1.311,8.3675,9.0613,14.299,20.0141
2018-11-05,0.7211,0.6657,1.311,8.3625,9.0561,14.1558,19.8873
2018-11-06,0.7247,0.6739,1.3124,8.363,9.0432,14.1112,19.7241
2018-11-07,0.7276,0.6788,1.3112,8.3519,9.0266,13.9051,19.8683
2018-11-08,0.7256,0.6754,1.3155,8.3751,9.0197,14.1355,20.1965
2018-11-09,0.7226,0.6737,1.3212,8.4349,9.08,14.3582,20.1363
2018-11-12,0.7173,0.671,1.3247,8.5189,9.1511,14.4794,20.3603
2018-11-13,0.7218,0.6763,1.3238,8.4969,9.0567,14.4569,20.493
2018-11-14,0.7232,0.6799,1.3242,8.509,9.0862,14.3948,20.4106
2018-11-15,0.7277,0.683,1.3178,8.4888,9.0639,14.1768,20.2305
2018-11-16,0.7332,0.6878,1.3148,8.4411,9.0028,13.993,20.1666
2018-11-19,0.7294,0.6839,1.3171,8.4794,9.0024,14.026,20.3726
2018-11-20,0.7214,0.6789,1.3306,8.5768,9.0943,14.0941,20.3662
2018-11-21,0.7263,0.6834,1.3231,8.5298,9.0467,13.9053,20.2502
2018-11-22,0.7254,0.6814,1.319,8.5381,9.0418,13.752,20.3126
2018-11-23,0.7233,0.6781,1.3238,8.5968,9.0929,13.8608,20.4061
2018-11-26,0.7221,0.677,1.3255,8.5887,9.0938,13.9082,20.6166
2018-11-27,0.7225,0.6789,1.3294,8.6013,9.1096,13.9282,20.4791
2018-11-28,0.7306,0.6871,1.3275,8.5584,9.0376,13.7733,20.2977
2018-11-29,0.7319,0.686,1.3282,8.5349,9.0678,13.6684,20.2352
2018-11-30,0.7306,0.6872,1.3292,8.6186,9.1052,13.8699,20.3668
2018-12-03,0.7358,0.6927,1.3197,8.5277,9.0133,13.6914,20.3653
2018-12-04,0.7338,0.693,1.3262,8.5061,9.0167,13.8532,20.5178
2018-12-05,0.7268,0.6899,1.3355,8.5032,8.98,13.8473,20.5052
2018-12-06,0.7236,0.6877,1.3383,8.5236,8.9882,14.0484,20.3518
2018-12-07,0.7208,0.6866,1.3322,8.5055,9.0464,14.1643,20.2604
2018-12-10,0.719,0.6871,1.3398,8.5629,9.0964,14.385,20.3083
2018-12-11,0.7206,0.6877,1.339,8.5793,9.0893,14.3438,20.1991
2018-12-12,0.722,0.6857,1.335,8.5721,9.089,14.1139,20.0724
2018-12-13,0.7227,0.6858,1.3355,8.5573,9.0594,14.1813,20.3169
2018-12-14,0.7172,0.6797,1.3384,8.616,9.0607,14.398,20.2374
2018-12-17,0.7179,0.6803,1.3407,8.6469,9.058,14.3957,20.078
2018-12-18,0.7181,0.6846,1.3466,8.7325,9.0702,14.3512,20.08
2018-12-19,0.7109,0.6767,1.3484,8.7212,9.0989,14.3895,20.116
2018-12-20,0.7108,0.6776,1.3509,8.6869,8.9754,14.4144,19.8909
2018-12-21,0.704,0.6728,1.3602,8.7654,9.043,14.643,19.9389
2018-12-24,0.7049,0.6729,1.3597,8.7461,9.0491,14.5835,19.873
2018-12-25,0.7036,0.6727,1.3593,8.7609,9.0623,14.6038,19.917
2018-12-26,0.7066,0.6732,1.3574,8.7667,9.1037,14.57,19.9055
2018-12-27,0.7033,0.6702,1.3619,8.7705,9.0098,14.4942,19.6759
2018-12-28,0.7047,0.6718,1.3638,8.7084,8.996,14.4331,19.6587
2018-12-31,0.7049,0.6719,1.3637,8.6409,8.8533,14.3467,19.6504
2019-01-01,0.7053,0.6717,1.3631,8.6443,8.8716,14.3947,19.6512
2019-01-02,0.6985,0.6655,1.3579,8.7164,9.017,14.4613,19.5712
2019-01-03,0.7006,0.6693,1.3488,8.6899,9.0014,14.2983,19.6291
2019-01-04,0.7113,0.6732,1.3374,8.6137,8.9682,13.9649,19.4172
2019-01-07,0.7148,0.6755,1.3299,8.5322,8.8962,13.8773,19.3619
2019-01-08,0.714,0.6723,1.3274,8.5507,8.9273,13.9565,19.3524
